x,y,z
-251, 33, 20
-255, 38, 19
-257, 40, 22
-256, 37, 20
-256, 31, 18
-252, 24, 9
-249, 24, 14
-251, 26, 12
-252, 30, 12
-250, 30, 11
-252, 34, 10
-251, 34, 6
-249, 30, 2
-246, 29, -3
-250, 31, 0
-251, 29, 2
-253, 29, 3
-258, 31, 8
-260, 33, 7
-258, 34, 3
-257, 33, 0
-249, 27, -8
-247, 27, -8
-251, 29, -1
-259, 37, 2
-259, 37, 1
-259, 35, -7
-255, 34, -10
-253, 32, -15
-254, 34, -13
-254, 36, -10
-256, 38, -14
-257, 36, -14
-257, 37, -18
-257, 34, -14
-258, 37, -15
-261, 35, -16
-260, 32, -17
-259, 31, -18
-256, 27, -24
-254, 26, -24
-254, 26, -25
-254, 29, -26
-254, 27, -30
-256, 25, -26
-258, 27, -24
-259, 28, -23
-257, 32, -26
-256, 34, -28
-257, 34, -31
-258, 32, -29
-260, 35, -30
-257, 32, -29
-257, 35, -32
-258, 39, -31
-261, 39, -27
-272, 39, -21
-275, 38, -17
-270, 33, -18
-260, 26, -29
-254, 22, -36
-247, 19, -39
-247, 27, -34
-255, 34, -28
-258, 35, -27
-262, 36, -22
-266, 34, -20
-263, 35, -29
-260, 33, -34
-256, 36, -34
-256, 36, -27
-257, 34, -26
-257, 28, -21
-258, 28, -18
-256, 31, -29
-255, 31, -28
-255, 40, -34
-253, 38, -34
-254, 31, -32
-257, 31, -27
-258, 29, -29
-258, 30, -33
-259, 33, -34
-258, 32, -33
-259, 33, -34
-260, 30, -30
-260, 30, -31
-262, 34, -30
-265, 38, -33
-262, 38, -37
-255, 30, -35
-256, 32, -29
-260, 35, -26
-265, 36, -22
-260, 34, -23
-258, 29, -24
-251, 28, -29
-251, 26, -23
-254, 33, -18
-259, 40, -15
-263, 44, -15
-259, 38, -11
-255, 36, -12
-250, 37, -19
-256, 42, -17
-258, 48, -17
-258, 46, -16
-258, 44, -14
-256, 41, -13
-250, 34, -13
-251, 33, -10
-254, 43, -4
-256, 47, 3
-258, 49, 5
-257, 43, 4
-254, 38, 2
-247, 32, -2
-247, 29, 1
-251, 28, 3
-251, 30, 4
-254, 30, 6
-256, 32, 7
-257, 32, 10
-259, 36, 8
-257, 29, 8
-254, 30, 5
-254, 28, 5
-255, 27, 9
-256, 29, 12
-256, 32, 12
-255, 35, 11
-256, 34, 10
-256, 33, 9
-255, 34, 5
-253, 34, 8
-253, 33, 8
-255, 35, 15
-254, 37, 11
-253, 34, 12
-249, 33, 8
-248, 33, 7
-246, 33, 6
-245, 33, 8
-249, 37, 13
-251, 36, 17
-254, 30, 21
-255, 28, 20
-253, 29, 17
-253, 33, 12
-253, 33, 12
-252, 31, 12
-256, 34, 19
-259, 36, 22
-258, 38, 19
-253, 40, 14
-252, 40, 15
-245, 36, 12
-245, 34, 14
-244, 30, 21
-245, 31, 24
-243, 29, 25
-244, 36, 26
-247, 40, 25
-251, 39, 34
-248, 35, 30
-246, 34, 31
-246, 32, 31
-245, 30, 32
-248, 33, 39
-254, 33, 41
-253, 26, 42
-247, 21, 41
-239, 20, 38
-239, 19, 41
-244, 23, 47
-249, 22, 51
-253, 24, 55
-253, 29, 59
-246, 32, 52
-247, 33, 55
-246, 32, 53
-247, 32, 56
-245, 29, 60
-241, 24, 58
-239, 23, 55
-236, 26, 52
-237, 32, 56
-237, 33, 61
-239, 31, 61
-240, 32, 62
-237, 31, 63
-237, 31, 62
-232, 28, 61
-230, 29, 59
-238, 29, 67
-241, 30, 68
-239, 28, 74
-237, 29, 69
-232, 29, 68
-227, 30, 64
-228, 30, 65
-243, 35, 73
-243, 34, 76
-238, 30, 76
-235, 28, 76
-233, 30, 73
-230, 28, 73
-229, 27, 72
-230, 29, 75
-228, 34, 73
-228, 42, 74
-227, 38, 79
-228, 31, 80
-226, 24, 83
-225, 21, 81
-224, 26, 75
-221, 25, 79
-227, 31, 82
-233, 35, 92
-234, 30, 95
-232, 25, 94
-225, 25, 87
-222, 25, 87
-218, 28, 82
-220, 32, 88
-221, 29, 87
-224, 32, 94
-224, 31, 95
-225, 35, 95
-226, 34, 93
-221, 31, 85
-220, 25, 85
-216, 25, 89
-220, 28, 94
-223, 33, 94
-224, 31, 101
-226, 34, 100
-220, 31, 93
-214, 27, 94
-207, 23, 87
-205, 20, 95
-214, 33, 97
-215, 38, 102
-217, 33, 100
-217, 29, 102
-223, 22, 110
-222, 21, 111
-218, 22, 112
-219, 28, 108
-216, 36, 112
-213, 35, 111
-206, 30, 109
-201, 23, 107
-201, 21, 111
-208, 24, 117
-210, 25, 116
-213, 32, 117
-210, 31, 116
-202, 28, 117
-201, 28, 117
-204, 25, 120
-200, 25, 120
-199, 24, 122
-197, 27, 121
-195, 24, 124
-201, 32, 125
-203, 32, 128
-201, 37, 127
-197, 32, 125
-191, 22, 124
-188, 20, 126
-195, 21, 131
-199, 28, 132
-201, 29, 134
-198, 24, 138
-196, 28, 136
-191, 23, 131
-189, 24, 131
-185, 29, 130
-186, 31, 131
-186, 36, 131
-185, 38, 130
-191, 38, 139
-189, 34, 137
-189, 32, 138
-183, 26, 140
-181, 27, 138
-181, 31, 138
-184, 33, 139
-188, 31, 145
-188, 31, 148
-183, 29, 140
-181, 31, 142
-179, 22, 144
-179, 26, 144
-174, 23, 143
-171, 23, 145
-173, 24, 151
-178, 32, 153
-175, 31, 154
-175, 26, 152
-169, 25, 150
-168, 21, 156
-164, 25, 158
-163, 26, 157
-170, 27, 164
-171, 26, 166
-165, 31, 156
-158, 31, 148
-155, 30, 154
-156, 30, 159
-162, 35, 162
-158, 38, 163
-158, 37, 160
-155, 31, 165
-159, 28, 167
-156, 24, 170
-156, 26, 169
-149, 26, 165
-148, 27, 162
-148, 24, 166
-150, 25, 170
-148, 22, 171
-150, 24, 165
-149, 24, 167
-150, 28, 172
-150, 27, 172
-147, 29, 171
-148, 30, 167
-149, 38, 171
-148, 36, 173
-147, 35, 175
