x,y,z
3, 2, 218
3, 2, 218
3, 4, 216
2, 2, 218
4, 1, 219
4, 2, 218
3, 2, 218
3, 2, 221
4, 1, 218
4, 1, 219
4, 4, 216
3, 1, 216
2, 0, 221
3, 3, 219
4, 1, 218
4, 1, 218
5, 2, 215
3, 1, 219
4, 1, 221
4, 2, 218
3, 3, 220
2, 3, 219
6, 2, 214
4, 1, 221
3, 2, 220
3, 2, 215
3, 2, 217
3, 1, 220
4, 2, 218
4, 1, 219
4, 1, 218
3, 1, 217
4, 1, 215
4, 1, 218
4, 2, 220
4, 3, 219
3, 0, 218
4, 2, 216
4, 1, 216
4, 1, 216
3, 1, 218
5, 1, 218
5, 1, 219
3, 1, 217
2, 3, 216
4, 1, 216
3, 3, 221
4, 1, 220
3, 2, 221
3, 2, 219
5, 1, 215
3, 1, 218
4, 2, 215
3, 0, 216
3, 2, 216
5, 1, 222
3, 1, 221
4, 1, 216
4, 4, 215
4, 0, 221
3, 1, 218
2, 1, 219
3, 3, 220
3, 2, 220
2, 1, 218
5, 1, 221
3, 2, 218
3, 1, 219
4, 3, 216
4, 2, 218
4, 2, 217
4, 2, 217
4, 0, 219
4, 1, 220
4, 1, 219
3, 2, 215
2, 2, 219
2, 1, 220
4, 3, 219
3, 3, 216
4, 3, 218
3, 2, 219
4, 3, 217
3, 1, 219
4, 0, 219
4, 2, 220
5, 2, 220
2, 2, 220
3, 1, 218
3, 2, 220
4, 2, 219
3, 2, 219
5, 2, 216
5, 3, 219
5, 1, 212
5, 0, 216
3, 0, 221
3, 2, 220
5, 4, 214
4, 2, 219
1, 2, 217
3, 1, 218
2, 1, 217
4, 2, 217
3, 1, 218
3, 2, 219
3, 0, 218
3, 1, 218
4, 1, 216
3, 1, 217
4, 2, 216
2, 3, 217
4, 2, 217
4, 1, 219
5, 0, 218
3, 3, 218
4, 2, 217
4, 0, 217
2, 3, 217
3, 1, 218
5, 2, 219
4, 4, 218
2, 1, 219
2, 2, 218
3, 3, 217
4, 2, 218
5, 3, 218
4, 1, 219
3, 2, 217
6, 2, 214
3, 2, 217
1, 1, 220
3, 2, 217
4, 1, 215
4, 3, 217
5, 4, 215
4, 1, 216
2, 3, 215
4, 1, 219
3, 2, 218
4, 1, 216
4, 2, 217
3, 3, 217
4, 1, 218
4, 2, 214
4, 0, 222
4, 1, 220
3, 1, 218
3, 2, 216
3, 2, 220
3, 2, 218
3, 3, 217
5, 2, 219
3, 1, 219
4, 0, 216
4, 2, 218
4, 1, 219
3, 2, 219
2, 2, 218
4, 1, 217
2, 4, 215
3, 0, 220
3, 0, 218
5, 2, 221
4, 2, 220
3, 1, 217
3, 3, 217
3, 2, 216
4, 1, 218
2, 3, 219
2, 1, 218
5, 1, 215
5, 1, 218
2, 2, 219
5, 2, 217
3, 1, 221
6, 3, 216
4, 0, 220
6, 1, 218
6, 3, 220
4, 2, 217
2, 2, 217
2, 3, 217
6, 1, 218
