x,y,z
-41, 6, 209
-37, 5, 207
-31, 7, 200
-37, 17, 200
-36, 29, 197
-29, 28, 181
-20, 22, 189
-10, 11, 189
1, -13, 208
0, -8, 199
8, -7, 194
7, -7, 201
11, -5, 190
-28, 16, 191
26, -41, 189
36, -23, 203
58, -28, 197
60, -35, 210
67, -20, 201
66, -38, 206
80, -31, 207
86, -55, 197
93, -58, 195
109, -54, 200
112, -57, 191
119, -48, 206
120, -68, 186
134, -88, 186
141, -80, 191
143, -81, 197
148, -69, 208
142, -75, 204
163, -68, 174
166, -64, 155
176, -60, 193
165, -63, 216
162, -44, 193
159, -39, 170
191, -51, 140
205, -49, 141
211, -36, 149
215, -40, 156
210, -31, 147
216, -26, 137
216, -34, 137
219, -49, 128
217, -39, 133
209, -51, 119
230, -49, 116
232, -58, 58
246, -71, 79
239, -69, 70
230, -64, 81
227, -47, 99
233, -35, 122
231, -29, 127
228, -26, 107
236, -32, 118
231, -29, 116
209, -1, 98
207, 7, 91
232, -15, 91
254, -33, 94
272, -48, 96
257, -53, 83
251, -48, 64
252, -38, 75
256, -39, 72
288, -52, 57
288, -53, 56
274, -49, 18
263, -50, 19
257, -42, 36
233, -9, 58
227, 3, 40
227, 3, 20
235, -12, 31
250, -27, 51
260, -21, 32
254, -15, 38
247, -6, 47
244, -6, 36
236, -7, 30
248, -28, 26
256, -41, 21
274, -45, 31
272, -37, 27
267, -32, 27
254, -31, 12
257, -33, 7
264, -35, 16
270, -34, 28
265, -22, 36
273, -23, 23
280, -34, 18
274, -38, 8
272, -34, 5
267, -29, 10
269, -25, 27
271, -28, 22
275, -39, 17
269, -38, 18
257, -33, 11
250, -26, 10
247, -21, 20
252, -21, 26
255, -23, 31
266, -28, 27
268, -32, 27
263, -26, 30
264, -24, 24
266, -17, 25
253, -17, 21
257, -20, 28
259, -26, 28
263, -29, 21
265, -34, 25
262, -33, 19
261, -34, 23
265, -34, 33
269, -34, 36
269, -29, 27
267, -27, 25
268, -28, 28
269, -29, 29
270, -33, 38
269, -35, 53
269, -41, 74
269, -41, 87
260, -30, 89
254, -23, 91
236, -8, 74
234, -2, 76
239, -2, 82
274, -26, 95
266, -23, 129
274, -20, 121
265, -13, 121
217, 5, 92
218, -5, 103
233, -2, 133
240, -22, 127
249, -34, 133
260, -30, 125
238, -3, 101
220, 5, 103
210, 11, 119
205, 4, 151
208, 1, 154
209, -2, 158
211, 1, 147
207, -9, 148
194, 10, 163
180, 0, 172
163, -1, 163
154, 0, 177
155, -2, 173
152, 5, 191
146, 7, 181
145, 14, 167
142, 12, 158
140, 4, 175
128, -10, 220
113, -18, 223
81, 6, 211
73, 13, 197
71, 20, 192
80, 23, 179
82, 20, 177
82, 11, 191
76, 0, 208
67, 2, 212
56, 2, 209
53, 8, 200
39, 1, 191
33, -1, 186
18, 2, 203
12, 2, 211
-3, 6, 215
-5, 10, 207
