x, y, z
3, -1, 218
4, -1, 217
2, 0, 218
4, -2, 220
1, -2, 221
2, 1, 217
3, -1, 219
2, 1, 218
2, 0, 219
5, -2, 220
3, -1, 220
2, 1, 216
3, 1, 218
2, 2, 219
3, 0, 219
3, 0, 217
3, -1, 219
3, -1, 218
4, -1, 219
3, 0, 217
5, -1, 218
4, -1, 220
2, 0, 220
4, 0, 216
3, -1, 219
3, -1, 220
1, 0, 222
1, 2, 214
3, -1, 223
2, 0, 212
2, 0, 218
2, 1, 219
3, 0, 220
4, 0, 210
3, -2, 231
3, -2, 220
3, -2, 219
2, -2, 213
2, -2, 220
3, -2, 222
4, 0, 219
3, 1, 219
4, -2, 219
2, 0, 219
3, -1, 222
4, -3, 222
3, 0, 217
3, 0, 215
5, -3, 216
3, 0, 218
5, 2, 216
2, -1, 220
-2, -11, 220
-7, -4, 224
-9, 7, 212
-35, 8, 224
-64, 17, 222
-56, 17, 226
-23, 17, 218
-43, 10, 212
-94, 3, 207
26, 5, 210
28, -13, 225
22, -18, 211
40, -13, 204
38, -30, 244
41, -31, 222
50, -28, 225
39, 4, 207
4, 0, 217
4, -1, 214
2, 0, 218
3, 1, 219
3, -2, 217
3, -1, 217
6, -2, 219
26, -4, 222
3, -2, 219
3, -4, 221
3, 0, 218
4, -2, 220
3, 1, 218
3, 0, 218
4, -1, 217
3, 0, 219
3, 0, 220
3, 0, 218
2, -2, 219
2, 0, 218
2, 0, 220
4, -1, 218
3, -2, 216
3, 0, 217
3, 0, 218
3, 0, 219
4, 1, 218
3, 0, 218
2, -1, 220
4, 0, 217
3, -1, 218
2, -3, 223
3, 0, 219
4, 1, 219
3, 0, 215
3, -2, 217
4, -1, 218
3, -1, 218
3, 0, 218
3, 0, 218
2, -1, 220
2, -1, 216
2, 0, 217
2, -1, 220
4, -1, 218
3, -1, 220
2, -1, 218
4, -1, 218
5, -1, 218
4, -2, 219
4, 0, 218
3, -1, 219
3, 0, 220
3, 0, 217
2, 0, 219
3, 0, 218
3, -1, 219
1, -2, 219
3, -2, 218
4, -2, 216
3, -1, 221
3, 1, 217
5, -4, 217
4, -2, 219
