x, y, z
4, 3, 220
5, 3, 219
4, 2, 220
4, 1, 218
4, 1, 220
4, 1, 219
5, 2, 219
6, 1, 218
4, 2, 220
3, 1, 221
5, 5, 213
3, 2, 217
4, 3, 218
6, 3, 218
5, 5, 218
4, 3, 215
5, 3, 218
4, 4, 216
2, 2, 222
5, 3, 220
4, 2, 220
5, 2, 218
3, 2, 217
4, 1, 217
5, 3, 220
4, 3, 217
3, 2, 217
4, 2, 217
5, 2, 219
4, 3, 219
4, 1, 223
4, 2, 218
6, 2, 218
4, 3, 217
2, 4, 218
4, 3, 222
4, 2, 220
4, 2, 218
6, 3, 217
4, 4, 219
4, 2, 217
4, 3, 218
3, 3, 217
4, 3, 215
3, 2, 216
4, 1, 221
4, 2, 223
4, 3, 217
4, 3, 215
4, 3, 221
3, 2, 220
5, 2, 217
3, 2, 216
6, 3, 216
3, 2, 220
4, 1, 217
4, 5, 214
3, 2, 218
3, 2, 220
4, 3, 217
2, 1, 218
3, 1, 218
3, 2, 217
5, 1, 218
3, 2, 219
3, 2, 215
4, 1, 220
6, 3, 220
4, 0, 220
3, 3, 215
5, 3, 214
1, 2, 217
6, 4, 220
4, 1, 221
4, 3, 215
3, 3, 214
4, 2, 219
3, 5, 220
3, 2, 218
3, 3, 215
5, 2, 217
4, 3, 220
4, 3, 219
4, 2, 220
3, 2, 217
5, 2, 218
2, 1, 222
2, 1, 218
4, 2, 217
4, 2, 220
5, 1, 221
0, 4, 205
2, 5, 202
10, 6, 230
6, 3, 247
-1, 0, 200
5, 4, 200
10, 4, 219
7, 1, 232
-2, 1, 230
6, 5, 212
7, 5, 212
3, 3, 215
0, 0, 221
4, 1, 220
7, 2, 227
8, 4, 220
0, 0, 215
3, 3, 216
9, 0, 219
6, 1, 220
2, 0, 216
2, 0, 219
6, 0, 219
4, 1, 216
1, 0, 217
3, 0, 219
6, 1, 221
5, 2, 217
3, 2, 215
1, 2, 216
5, 1, 217
6, 4, 218
3, 2, 220
4, 3, 219
3, 4, 215
3, 5, 218
3, 3, 218
3, 0, 219
3, 2, 217
3, 2, 218
3, 2, 215
5, 2, 217
4, 2, 218
5, 2, 218
4, 2, 219
6, 2, 215
3, 1, 218
4, 1, 219
2, 1, 218
4, 0, 220
5, 2, 218
4, 3, 217
5, 2, 218
4, 1, 219
7, 1, 220
3, 2, 217
2, 2, 216
3, 2, 219
4, 2, 219
3, 2, 217
4, 3, 217
3, 1, 218
3, 3, 216
4, 2, 219
4, 2, 216
5, 1, 219
5, 2, 215
3, 2, 219
4, 2, 218
4, 1, 217
5, 1, 217
4, 2, 218
3, 1, 220
3, 2, 217
4, 2, 219
4, 1, 218
4, 2, 217
3, 3, 217
4, 3, 218
2, 3, 219
4, 2, 218
2, 4, 219
2, 3, 219
2, 3, 218
4, 3, 215
3, 2, 217
4, 3, 220
3, 3, 218
3, 1, 219
3, 3, 218
5, 2, 218
5, 4, 217
4, 2, 217
4, 3, 217
3, 1, 217
2, 0, 218
4, 1, 218
5, 1, 218
4, 2, 217
3, 1, 219
4, 0, 218
4, 2, 217
3, 2, 218
4, 2, 216
3, 2, 218
4, 3, 218
2, 2, 219
4, 3, 218
4, 2, 216
3, 2, 217
3, 4, 215
3, 1, 220
3, 2, 219
3, 3, 219
4, 2, 217
5, 3, 218
4, 3, 216
4, 2, 218
1, 2, 218
2, 1, 221
5, 1, 219
3, 0, 219
6, 2, 219
4, 1, 216
4, 1, 220
4, 2, 218
5, 2, 218
4, 2, 218
4, 2, 217
5, 1, 219
5, 3, 215
4, 2, 217
3, 2, 219
4, 2, 219
4, 1, 217
4, 1, 219
3, 2, 220
5, 1, 218
4, 2, 217
4, 1, 219
3, 2, 219
3, 2, 217
4, 2, 217
4, 3, 216
3, 2, 219
4, 1, 218
3, 1, 217
3, 2, 219
3, 3, 216
2, 2, 220
5, 2, 216
3, 4, 216
4, 3, 216
2, 2, 219
3, 3, 215
2, 3, 216
3, 4, 215
4, 2, 220
3, 2, 218
4, 3, 216
3, 3, 217
4, 1, 217
3, 1, 219
3, 1, 217
3, 2, 221
4, 1, 216
5, 1, 217
5, 1, 218
3, 2, 216
3, 2, 218
4, 1, 219
3, 1, 219
4, 1, 217
2, 0, 219
3, 1, 218
3, 1, 217
5, 2, 218
5, 1, 219
4, 2, 219
4, 1, 217
4, 2, 219
4, 3, 217
3, 3, 221
2, 3, 219
4, 0, 216
4, 1, 220
4, 2, 218
2, 4, 219
3, 0, 219
4, 3, 218
3, 2, 217
5, 0, 218
4, 2, 219
2, 2, 219
6, 1, 219
4, 1, 219
2, 1, 219
4, 1, 219
2, 1, 221
5, 1, 218
4, 1, 220
3, 1, 218
4, 2, 216
3, 1, 217
4, 1, 218
4, 1, 217
3, 2, 219
3, 2, 216
5, 2, 217
4, 2, 218
4, 2, 219
6, 2, 216
3, 2, 218
4, 3, 218
4, 3, 216
4, 2, 218
4, 3, 217
5, 3, 218
4, 2, 219
4, 1, 218
3, 2, 217
3, 2, 218
4, 2, 218
4, 2, 219
4, 2, 218
4, 2, 217
5, 3, 217
4, 2, 217
3, 3, 218
3, 3, 216
4, 1, 218
4, 3, 217
4, 2, 218
2, 1, 221
5, 3, 214
3, 2, 217
3, 2, 217
5, 3, 219
2, 1, 221
4, 2, 218
5, 3, 216
2, 2, 217
4, 2, 220
3, 2, 217
4, 2, 216
3, 2, 219
4, 3, 217
3, 1, 218
3, 2, 220
3, 1, 218
3, 1, 217
5, 1, 216
4, 4, 215
3, 2, 217
5, 2, 217
3, 2, 215
4, 2, 217
3, 1, 224
2, 2, 220
3, 2, 221
4, 0, 219
4, 1, 214
3, 0, 218
3, 1, 216
4, 1, 221
3, 0, 218
4, 2, 215
4, 2, 216
3, 3, 216
3, 2, 217
3, 2, 218
3, 2, 220
3, 1, 219
3, 2, 219
5, 3, 216
4, 2, 217
3, 2, 218
5, 1, 218
4, 2, 217
3, 2, 218
5, 3, 216
3, 2, 219
3, 2, 219
3, 2, 219
4, 3, 219
3, 1, 218
2, 2, 218
5, 2, 217
4, 3, 217
4, 1, 219
4, 3, 218
2, 3, 219
4, 3, 218
3, 2, 216
3, 1, 217
5, 2, 216
4, 1, 216
3, 2, 218
4, 2, 216
5, 2, 217
2, 2, 220
5, 2, 219
5, 3, 217
5, 1, 220
5, 3, 216
3, 2, 221
4, 1, 218
5, 3, 216
3, 2, 220
3, 1, 219
2, 3, 219
4, 2, 219
4, 2, 216
4, 2, 219
5, 2, 217
4, 1, 219
3, 2, 216
2, 2, 217
5, 2, 219
3, 2, 219
4, 1, 218
4, 2, 217
3, 3, 216
3, 2, 218
6, 3, 219
4, 1, 218
3, 1, 219
6, 1, 217
4, 3, 214
3, -1, 221
4, 2, 218
3, 1, 218
3, 1, 218
3, 2, 217
4, 2, 219
5, 2, 217
1, 1, 221
2, 1, 218
0, 3, 218
3, 2, 217
4, 1, 217
5, 3, 214
5, 3, 217
4, 2, 218
3, 6, 212
3, 2, 218
3, 1, 217
3, 2, 216
4, 2, 217
4, 3, 217
4, 3, 218
4, 2, 216
3, 3, 216
2, 2, 217
4, 2, 218
4, 0, 217
3, 1, 219
3, 1, 217
3, 2, 218
3, 2, 219
2, 1, 219
3, 1, 218
4, 4, 216
3, 3, 217
5, 2, 218
4, 0, 221
6, 2, 217
4, 3, 213
3, 3, 217
3, 2, 219
3, 5, 217
4, 2, 221
3, 1, 218
3, 2, 216
4, 2, 216
3, 1, 219
4, 1, 213
4, 2, 218
5, 1, 216
3, 2, 219
3, 2, 217
5, 1, 218
4, 0, 217
4, 1, 218
4, 4, 217
4, 3, 215
3, 4, 218
3, 3, 217
2, 2, 219
3, 2, 216
4, 2, 220
4, 3, 216
5, 1, 217
4, 4, 215
3, 3, 220
3, 2, 217
3, 2, 218
4, 2, 217
4, 1, 218
3, 4, 218
