x,y,z
2, 3, 217
5, 2, 219
3, 3, 217
4, 2, 217
2, 3, 215
6, 3, 219
5, 2, 215
3, 3, 215
3, 3, 218
2, 4, 219
2, 3, 215
3, 3, 217
5, 2, 213
4, 2, 220
5, 2, 219
2, 3, 223
4, 2, 219
5, 4, 216
3, 6, 215
4, 3, 219
4, 2, 220
4, 2, 220
6, 2, 219
4, 2, 217
4, 3, 221
3, 3, 218
3, 2, 218
3, 3, 215
3, 3, 218
3, 2, 219
3, 1, 218
4, 2, 219
3, 2, 217
4, 3, 216
3, 3, 219
3, 2, 219
5, 3, 218
3, 2, 219
2, 3, 216
5, 1, 216
5, 2, 218
3, 3, 218
4, 2, 219
3, 2, 217
4, 3, 218
3, 4, 217
3, 2, 220
4, 3, 218
5, 3, 219
5, 2, 218
3, 2, 217
3, 2, 218
4, 2, 217
3, 2, 218
3, 3, 217
6, 1, 219
3, 4, 218
3, 3, 217
4, 2, 220
1, 4, 215
3, 3, 219
3, 3, 217
4, 4, 219
3, 3, 217
4, 3, 217
2, 3, 217
3, 2, 217
3, 4, 216
5, 1, 218
4, 2, 219
3, 3, 219
4, 0, 218
2, 3, 219
3, 3, 220
4, 3, 215
4, 2, 216
4, 2, 218
5, 3, 218
3, 2, 221
4, 3, 220
3, 2, 219
3, 2, 218
4, 2, 218
3, 3, 215
4, 2, 217
4, 2, 218
3, 3, 219
3, 2, 217
4, 1, 220
3, 4, 216
4, 2, 217
3, 2, 218
4, 3, 218
3, 4, 217
3, 3, 219
4, 3, 220
3, 3, 218
4, 2, 217
3, 4, 217
3, 1, 220
5, 2, 218
4, 3, 219
4, 2, 218
3, 0, 220
3, 2, 218
3, 2, 217
3, 2, 219
3, 1, 219
3, 5, 213
2, 4, 213
4, 5, 215
5, 3, 215
3, 3, 217
4, 2, 218
3, 3, 221
4, 4, 218
3, 3, 217
3, 2, 219
3, 2, 217
4, 2, 218
5, 3, 217
2, 3, 218
4, 1, 220
3, 2, 215
3, 0, 220
2, 1, 220
2, 5, 215
3, 3, 217
4, 2, 217
2, 2, 217
3, 2, 217
2, 3, 217
3, 2, 216
3, 1, 218
4, 2, 219
4, 2, 220
4, 3, 218
3, 2, 217
2, 3, 219
2, 2, 220
3, 4, 217
4, 2, 217
4, 1, 218
3, 4, 214
3, 2, 217
3, 3, 217
2, 3, 217
3, 4, 216
3, 4, 217
3, 1, 220
3, 3, 220
3, 2, 220
4, 1, 217
4, 1, 219
5, 1, 218
4, 2, 222
3, 3, 221
3, 3, 216
2, 3, 218
3, 3, 216
4, 1, 220
4, 2, 220
4, 2, 220
3, 3, 218
3, 2, 216
2, 1, 221
3, 1, 218
2, 2, 220
3, 4, 218
4, 2, 219
4, 2, 218
3, 2, 217
4, 3, 218
3, 3, 217
4, 2, 217
4, 3, 217
2, 2, 218
4, 3, 219
4, 3, 219
2, 3, 218
4, 1, 219
2, 2, 220
3, 2, 220
4, 2, 220
4, 2, 218
3, 2, 218
3, 2, 218
4, 3, 218
3, 4, 216
4, 2, 217
4, 3, 216
4, 4, 216
4, 0, 218
3, 2, 216
2, 1, 219
3, 3, 221
2, 2, 222
3, 1, 220
4, 3, 217
6, 3, 216
4, 3, 217
3, 4, 218
4, 1, 220
3, 2, 218
3, 4, 218
3, 2, 217
4, 2, 219
6, 1, 221
3, 2, 219
3, 2, 219
2, 1, 218
4, 2, 217
3, 1, 220
4, 1, 220
3, 1, 219
3, 2, 216
4, 4, 216
3, 2, 219
3, 3, 219
2, 3, 218
2, 3, 218
3, 4, 216
3, 3, 216
3, 1, 217
3, 3, 217
3, 2, 216
4, 3, 218
3, 1, 219
5, 2, 217
4, 1, 219
4, 2, 220
3, 2, 220
4, 1, 217
4, 3, 217
4, 2, 218
4, 3, 220
4, 3, 215
4, 4, 219
2, 1, 219
5, 2, 219
4, 2, 217
3, 2, 217
3, 2, 219
4, 3, 217
2, 2, 218
3, 3, 222
3, 2, 218
3, 3, 218
4, 2, 216
4, 2, 218
5, 3, 219
4, 4, 219
3, 2, 219
4, 1, 218
2, 3, 218
4, 2, 218
2, 3, 220
5, 1, 219
4, 2, 219
5, 2, 217
5, 2, 217
4, 3, 217
5, 3, 218
4, 2, 219
3, 3, 219
5, 3, 219
3, 3, 216
3, 2, 217
6, 4, 218
4, 4, 218
5, 2, 217
4, 3, 216
3, 4, 219
4, 3, 218
5, 2, 217
3, 3, 217
3, 2, 218
2, 3, 218
3, 1, 219
4, 3, 218
3, 1, 219
4, 2, 219
4, 2, 219
3, 2, 220
4, 4, 216
2, 3, 221
4, 2, 222
5, 2, 221
2, 3, 217
4, 1, 218
4, 2, 218
4, 2, 218
4, 2, 217
4, 3, 218
4, 3, 220
4, 2, 218
3, 3, 218
3, 5, 214
5, 2, 216
3, 3, 217
3, 2, 219
2, 1, 219
2, 2, 219
5, 5, 216
4, 3, 218
3, 2, 218
2, 2, 219
3, 1, 217
5, 2, 218
4, 1, 219
3, 2, 221
2, 2, 219
2, 2, 218
4, 2, 219
4, 3, 218
3, 4, 218
3, 3, 217
4, 4, 219
4, 2, 218
4, 2, 218
4, 2, 219
3, 3, 219
2, 3, 215
4, 3, 219
4, 2, 223
4, 2, 218
3, 3, 216
5, -1, 220
6, 1, 216
4, 1, 220
4, -1, 222
4, 3, 219
3, 3, 215
4, 3, 218
3, 3, 218
4, 3, 219
4, 4, 217
2, 3, 215
2, 2, 218
3, 3, 220
3, 5, 216
3, 4, 215
4, 2, 219
3, 2, 218
2, 3, 219
5, 0, 218
3, 1, 219
4, 1, 221
3, 2, 218
2, 3, 217
3, 3, 218
4, 2, 219
5, 2, 215
4, 3, 215
3, 3, 218
5, 2, 219
4, 2, 216
3, 4, 218
4, 2, 216
3, 1, 219
5, 1, 218
5, 2, 215
4, 1, 215
3, 1, 219
3, 2, 223
4, 2, 219
2, 3, 217
4, 2, 217
3, 3, 219
3, 3, 221
5, 0, 221
4, 3, 216
3, 4, 218
3, 2, 219
5, 2, 219
4, 3, 215
3, 4, 212
4, 3, 215
4, 1, 217
4, 1, 217
3, 2, 219
3, 2, 219
3, 2, 217
4, 2, 217
4, 4, 217
2, 2, 221
3, 2, 219
3, 2, 220
3, 2, 219
3, 4, 219
3, 2, 221
4, 2, 219
5, 4, 217
3, 3, 217
3, 2, 217
4, 2, 216
4, 2, 217
3, 2, 220
3, 1, 221
3, 1, 220
4, 1, 216
2, 2, 218
3, 2, 218
3, 1, 220
3, 2, 220
5, 2, 217
4, 3, 218
2, 1, 220
4, 4, 218
3, 5, 217
4, 3, 220
5, 3, 219
3, 4, 218
3, 3, 217
3, 3, 218
4, 2, 218
4, 2, 217
4, 3, 220
3, 3, 220
3, 3, 216
4, 4, 218
4, 2, 218
3, 0, 219
4, 1, 218
3, 1, 219
5, 1, 219
3, 2, 218
3, 2, 217
4, 4, 219
4, 3, 219
4, 2, 221
3, 3, 216
4, 4, 217
3, 3, 217
4, 2, 218
2, 3, 218
5, 4, 218
3, 3, 219
3, 2, 221
5, 2, 220
4, 1, 218
3, 2, 218
3, 2, 219
3, 3, 218
3, 2, 218
4, 2, 217
3, 1, 220
3, 2, 219
3, 1, 218
3, 3, 218
4, 2, 219
5, 2, 220
5, 4, 217
4, 4, 217
6, 2, 216
3, 3, 216
4, 1, 216
3, 3, 216
3, 2, 218
4, 3, 221
3, 1, 220
3, 2, 216
5, 2, 217
4, 3, 220
4, 2, 219
3, 2, 222
3, 2, 215
4, 4, 216
4, 2, 222
3, 3, 219
3, 5, 218
5, 0, 218
3, 3, 219
4, 2, 217
3, 2, 216
4, 1, 219
3, 0, 220
3, 1, 220
3, 1, 219
4, 2, 218
3, 2, 219
4, 3, 218
4, 1, 219
4, 2, 217
4, 2, 217
3, 2, 221
3, 2, 221
4, 2, 220
3, 3, 216
4, 2, 219
4, 2, 218
3, 2, 216
5, 2, 217
